sample,R1,R2
Skmel5E1Sc,/projectnb/langchip/Data/skmel5_rna_seq/Skmel5E1Sc_R1.fastq.gz,/projectnb/langchip/Data/skmel5_rna_seq/Skmel5E1Sc_R2.fastq.gz
